measurement_id,component_id,lot_id_cmm,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result,production_order_id,part_id,lot_id_erp,production_timestamp,quantity,machine_id,operator_id,shift,plant_code,status,pass_flag,z_score,anomaly_z,anomaly_iforest
M0002594,PART-047,LOT-02594,flatness,0,0.1,0.0,0.023,1/20/2024 4:25,CMM2,QC014,pass,PO002594,PART-047,LOT-02594,2024-01-18 16:25:00,388,M011,OP059,2,PLANT2,completed,True,-0.8789377609473786,False,False
M0002595,PART-011,LOT-02595,bore_diameter,50,50.4,49.6,49.919,1/25/2024 1:02,CMM1,QC006,pass,PO002595,PART-011,LOT-02595,2024-01-23 09:02:00,265,M018,OP077,1,PLANT2,completed,True,0.6583780163587903,False,False
M0002596,PART-043,LOT-02596,thickness,5,5.05,4.95,5.029,1/13/2024 11:26,CMM2,QC009,pass,PO002596,PART-043,LOT-02596,2024-01-12 07:26:00,59,M020,OP014,1,PLANT1,in_progress,True,-0.7247008926374002,False,False
M0002597,PART-040,LOT-02597,length,20,20.2,19.8,20.133,1/3/2024 15:38,CMM3,QC012,pass,PO002597,PART-040,LOT-02597,2024-01-03 06:38:00,458,M001,OP036,1,PLANT1,completed,True,-0.2593405932059353,False,False
M0002598,PART-025,LOT-02598,width,10,10.1,9.9,9.974,1/27/2024 6:31,CMM1,QC015,pass,PO002598,PART-025,LOT-02598,2024-01-26 20:31:00,101,M004,OP007,2,PLANT2,completed,True,-0.5723434587994372,False,False
M0002599,PART-013,LOT-02599,thickness,5,5.05,4.95,4.991,1/21/2024 17:12,CMM2,QC019,pass,PO002599,PART-013,LOT-02599,2024-01-20 06:12:00,399,M012,OP010,1,PLANT2,completed,True,-0.7258716878822623,False,False
M0002600,PART-002,LOT-02600,angle,45,46.0,44.0,45.287,1/14/2024 23:54,CMM2,QC001,pass,PO002600,PART-002,LOT-02600,2024-01-14 12:54:00,414,M002,OP016,1,PLANT2,completed,True,0.5156642380903486,False,False
M0002601,PART-030,LOT-02601,length,20,20.2,19.8,20.275,1/10/2024 23:32,CMM3,QC014,fail,PO002601,PART-030,LOT-02601,2024-01-10 07:32:00,81,M001,OP061,1,PLANT1,completed,False,-0.2549655162382931,False,True
M0002602,PART-006,LOT-02602,angle,45,46.0,44.0,44.871,1/13/2024 11:28,CMM2,QC016,pass,PO002602,PART-006,LOT-02602,2024-01-11 16:28:00,253,M019,OP089,2,PLANT3,completed,True,0.5028471111992278,False,False
M0002603,PART-002,LOT-02603,outer_diameter,100,100.5,99.5,99.992,1/27/2024 16:11,CMM2,QC016,pass,PO002603,PART-002,LOT-02603,2024-01-26 15:11:00,265,M003,OP094,2,PLANT3,completed,True,2.2011472346739223,False,False
M0002604,PART-005,LOT-02604,outer_diameter,100,100.5,99.5,100.004,1/19/2024 20:13,CMM3,QC020,pass,PO002604,PART-005,LOT-02604,2024-01-19 02:13:00,367,M013,OP004,3,PLANT1,completed,True,2.2015169594880892,False,False
M0002605,PART-030,LOT-02605,angle,45,46.0,44.0,44.36,1/20/2024 13:28,CMM1,QC017,pass,PO002605,PART-030,LOT-02605,2024-01-19 18:28:00,109,M001,OP074,2,PLANT1,completed,True,0.4871029961959518,False,False
M0002606,PART-050,LOT-02606,flatness,0,0.1,0.0,0.0,1/14/2024 0:44,CMM2,QC009,pass,PO002606,PART-050,LOT-02606,2024-01-13 18:44:00,383,M010,OP093,2,PLANT2,completed,True,-0.879646400174532,False,False
M0002607,PART-018,LOT-02607,angle,45,46.0,44.0,46.439,1/3/2024 23:39,CMM3,QC011,fail,PO002607,PART-018,LOT-02607,2024-01-02 02:39:00,363,M009,OP025,3,PLANT1,completed,False,0.5511578202503755,False,False
M0002608,PART-001,LOT-02608,width,10,10.1,9.9,9.977,1/30/2024 22:10,CMM1,QC008,pass,PO002608,PART-001,LOT-02608,2024-01-30 14:10:00,42,M019,OP056,2,PLANT3,delayed,True,-0.5722510275958954,False,False
M0002609,PART-032,LOT-02609,bore_diameter,50,50.4,49.6,49.934,1/11/2024 21:52,CMM2,QC018,pass,PO002609,PART-032,LOT-02609,2024-01-11 12:52:00,386,M002,OP037,1,PLANT2,completed,True,0.6588401723764991,False,False
M0002610,PART-024,LOT-02610,parallelism,0,0.1,0.0,0.048,1/22/2024 0:21,CMM1,QC014,pass,PO002610,PART-024,LOT-02610,2024-01-21 18:21:00,440,M016,OP070,2,PLANT1,completed,True,-0.8781675009178642,False,False
M0002611,PART-024,LOT-02611,outer_diameter,100,100.5,99.5,99.791,1/27/2024 19:51,CMM3,QC012,pass,PO002611,PART-024,LOT-02611,2024-01-26 01:51:00,296,M005,OP042,3,PLANT3,completed,True,2.1949543440366255,False,False
M0002612,PART-027,LOT-02612,angle,45,46.0,44.0,45.271,1/9/2024 18:00,CMM3,QC013,pass,PO002612,PART-027,LOT-02612,2024-01-08 22:00:00,317,M013,OP048,3,PLANT2,delayed,True,0.5151712716714593,False,False
M0002613,PART-050,LOT-02613,outer_diameter,100,100.5,99.5,99.954,1/14/2024 7:25,CMM3,QC011,pass,PO002613,PART-050,LOT-02613,2024-01-14 07:25:00,95,M016,OP087,1,PLANT3,completed,True,2.1999764394290597,False,False
M0002614,PART-028,LOT-02614,width,10,10.1,9.9,9.991,1/5/2024 17:25,CMM1,QC017,pass,PO002614,PART-028,LOT-02614,2024-01-04 22:25:00,328,M009,OP018,3,PLANT2,delayed,True,-0.5718196819793674,False,False
M0002615,PART-042,LOT-02615,width,10,10.1,9.9,10.026,1/23/2024 21:36,CMM2,QC005,pass,PO002615,PART-042,LOT-02615,2024-01-22 05:36:00,250,M018,OP088,3,PLANT1,in_progress,True,-0.570741317938047,False,False
M0002616,PART-022,LOT-02616,parallelism,0,0.1,0.0,0.011,1/24/2024 23:04,CMM3,QC018,pass,PO002616,PART-022,LOT-02616,2024-01-24 01:04:00,490,M005,OP077,3,PLANT2,completed,True,-0.8793074857615456,False,False
M0002617,PART-048,LOT-02617,outer_diameter,100,100.5,99.5,100.095,1/8/2024 6:08,CMM2,QC020,pass,PO002617,PART-048,LOT-02617,2024-01-08 06:08:00,455,M019,OP018,1,PLANT1,in_progress,True,2.2043207059955217,False,False
M0002618,PART-026,LOT-02618,flatness,0,0.1,0.0,0.032,1/6/2024 8:17,CMM1,QC006,pass,PO002618,PART-026,LOT-02618,2024-01-04 17:17:00,441,M014,OP015,2,PLANT3,completed,True,-0.8786604673367534,False,False
M0002619,PART-034,LOT-02619,angle,45,46.0,44.0,44.89,1/7/2024 7:23,CMM2,QC005,pass,PO002619,PART-034,LOT-02619,2024-01-05 17:23:00,314,M001,OP033,2,PLANT3,completed,True,0.5034325088216587,False,False
M0002620,PART-011,LOT-02620,parallelism,0,0.1,0.0,-0.02,1/11/2024 17:42,CMM1,QC008,fail,PO002620,PART-011,LOT-02620,2024-01-11 07:42:00,370,M011,OP063,1,PLANT1,completed,False,-0.8802626081981435,False,False
M0002621,PART-024,LOT-02621,flatness,0,0.1,0.0,-0.036,1/26/2024 4:03,CMM1,QC016,fail,PO002621,PART-024,LOT-02621,2024-01-25 23:03:00,499,M013,OP067,3,PLANT3,in_progress,False,-0.8807555746170329,False,False
M0002622,PART-015,LOT-02622,angle,45,46.0,44.0,44.725,1/27/2024 22:15,CMM1,QC018,pass,PO002622,PART-015,LOT-02622,2024-01-27 06:15:00,199,M014,OP089,1,PLANT1,completed,True,0.4983487926268632,False,False
M0002623,PART-042,LOT-02623,width,10,10.1,9.9,10.098,1/23/2024 5:30,CMM3,QC012,pass,PO002623,PART-042,LOT-02623,2024-01-21 15:30:00,99,M007,OP092,2,PLANT1,in_progress,True,-0.5685229690530454,False,False
M0002624,PART-033,LOT-02624,angle,45,46.0,44.0,45.415,1/7/2024 3:44,CMM3,QC002,pass,PO002624,PART-033,LOT-02624,2024-01-05 21:44:00,273,M005,OP010,2,PLANT3,delayed,True,0.5196079694414626,False,False
M0002625,PART-016,LOT-02625,length,20,20.2,19.8,19.91,1/19/2024 19:35,CMM3,QC001,pass,PO002625,PART-016,LOT-02625,2024-01-19 11:35:00,175,M007,OP070,1,PLANT3,completed,True,-0.2662113126692044,False,False
M0002626,PART-013,LOT-02626,outer_diameter,100,100.5,99.5,99.78,1/3/2024 8:40,CMM1,QC001,pass,PO002626,PART-013,LOT-02626,2024-01-02 01:40:00,28,M001,OP038,3,PLANT1,completed,True,2.194615429623639,False,False
M0002627,PART-050,LOT-02627,flatness,0,0.1,0.0,0.016,1/4/2024 23:55,CMM2,QC001,pass,PO002627,PART-050,LOT-02627,2024-01-04 05:55:00,54,M009,OP058,3,PLANT1,completed,True,-0.8791534337556428,False,False
M0002628,PART-023,LOT-02628,length,20,20.2,19.8,20.036,1/21/2024 2:11,CMM3,QC010,pass,PO002628,PART-023,LOT-02628,2024-01-19 08:11:00,25,M020,OP039,1,PLANT2,completed,True,-0.26232920212045135,False,False
M0002629,PART-014,LOT-02629,thickness,5,5.05,4.95,5.009,1/15/2024 18:48,CMM3,QC007,pass,PO002629,PART-014,LOT-02629,2024-01-14 19:48:00,239,M020,OP076,2,PLANT2,completed,True,-0.7253171006610118,False,False
M0002630,PART-038,LOT-02630,thickness,5,5.05,4.95,4.996,1/4/2024 14:44,CMM2,QC008,pass,PO002630,PART-038,LOT-02630,2024-01-02 21:44:00,367,M016,OP005,2,PLANT2,completed,True,-0.7257176358763593,False,False
M0002631,PART-002,LOT-02631,outer_diameter,100,100.5,99.5,100.738,1/14/2024 14:22,CMM3,QC004,fail,PO002631,PART-002,LOT-02631,2024-01-12 15:22:00,378,M016,OP050,2,PLANT3,completed,False,2.224131793954634,False,True
M0002632,PART-028,LOT-02632,flatness,0,0.1,0.0,-0.004,1/29/2024 16:17,CMM2,QC015,fail,PO002632,PART-028,LOT-02632,2024-01-27 17:17:00,337,M012,OP088,2,PLANT2,delayed,False,-0.8797696417792543,False,False
M0002633,PART-025,LOT-02633,bore_diameter,50,50.4,49.6,50.044,1/3/2024 21:14,CMM3,QC016,pass,PO002633,PART-025,LOT-02633,2024-01-02 18:14:00,269,M003,OP061,2,PLANT2,completed,True,0.6622293165063627,False,False
M0002634,PART-006,LOT-02634,thickness,5,5.05,4.95,5.001,1/13/2024 21:01,CMM3,QC005,pass,PO002634,PART-006,LOT-02634,2024-01-12 04:01:00,390,M004,OP059,3,PLANT2,completed,True,-0.7255635838704564,False,False
M0002635,PART-016,LOT-02635,bore_diameter,50,50.4,49.6,49.704,1/28/2024 17:18,CMM1,QC002,pass,PO002635,PART-016,LOT-02635,2024-01-28 11:18:00,260,M002,OP042,1,PLANT2,completed,True,0.651753780104966,False,False
M0002636,PART-046,LOT-02636,thickness,5,5.05,4.95,5.064,1/23/2024 11:49,CMM2,QC018,fail,PO002636,PART-046,LOT-02636,2024-01-21 12:49:00,130,M020,OP053,1,PLANT1,completed,False,-0.72362252859608,False,False
M0002637,PART-009,LOT-02637,length,20,20.2,19.8,19.985,1/28/2024 5:10,CMM3,QC018,pass,PO002637,PART-009,LOT-02637,2024-01-28 00:10:00,461,M001,OP065,3,PLANT2,completed,True,-0.263900532580661,False,False
M0002638,PART-012,LOT-02638,parallelism,0,0.1,0.0,-0.028,1/23/2024 7:54,CMM3,QC012,fail,PO002638,PART-012,LOT-02638,2024-01-22 01:54:00,160,M019,OP050,3,PLANT3,completed,False,-0.8805090914075882,False,False
M0002639,PART-004,LOT-02639,width,10,10.1,9.9,10.006,1/14/2024 11:33,CMM2,QC005,pass,PO002639,PART-004,LOT-02639,2024-01-12 12:33:00,319,M004,OP090,1,PLANT3,completed,True,-0.5713575259616587,False,False
M0002640,PART-029,LOT-02640,length,20,20.2,19.8,20.199,1/15/2024 21:27,CMM1,QC020,pass,PO002640,PART-029,LOT-02640,2024-01-14 08:27:00,457,M006,OP006,1,PLANT2,completed,True,-0.257307106728017,False,False
M0002641,PART-028,LOT-02641,length,20,20.2,19.8,20.024,1/6/2024 7:47,CMM2,QC016,pass,PO002641,PART-028,LOT-02641,2024-01-05 23:47:00,371,M005,OP010,3,PLANT1,completed,True,-0.2626989269346183,False,False
M0002642,PART-016,LOT-02642,parallelism,0,0.1,0.0,-0.01,1/1/2024 17:13,CMM2,QC015,fail,PO002642,PART-016,LOT-02642,2024-01-01 06:13:00,218,M006,OP099,1,PLANT2,completed,False,-0.8799545041863378,False,False
M0002643,PART-012,LOT-02643,thickness,5,5.05,4.95,5.015,1/12/2024 23:02,CMM2,QC002,pass,PO002643,PART-012,LOT-02643,2024-01-11 04:02:00,194,M019,OP064,3,PLANT1,completed,True,-0.7251322382539284,False,False
M0002644,PART-045,LOT-02644,length,20,20.2,19.8,20.032,1/8/2024 0:48,CMM3,QC017,pass,PO002644,PART-045,LOT-02644,2024-01-06 06:48:00,71,M006,OP018,1,PLANT1,completed,True,-0.26245244372517373,False,False
M0002645,PART-039,LOT-02645,angle,45,46.0,44.0,45.14,1/26/2024 20:41,CMM2,QC017,pass,PO002645,PART-039,LOT-02645,2024-01-26 14:41:00,32,M015,OP064,2,PLANT2,completed,True,0.5111351091168035,False,False
M0002646,PART-028,LOT-02646,thickness,5,5.05,4.95,5.01,1/2/2024 0:25,CMM1,QC013,pass,PO002646,PART-028,LOT-02646,2024-01-01 22:25:00,382,M017,OP089,3,PLANT2,completed,True,-0.7252862902598314,False,False
M0002647,PART-007,LOT-02647,width,10,10.1,9.9,10.069,1/21/2024 14:14,CMM2,QC018,pass,PO002647,PART-007,LOT-02647,2024-01-20 01:14:00,262,M002,OP036,3,PLANT2,completed,True,-0.5694164706872821,False,False
M0002648,PART-028,LOT-02648,parallelism,0,0.1,0.0,-0.038,1/5/2024 9:06,CMM2,QC006,fail,PO002648,PART-028,LOT-02648,2024-01-04 01:06:00,53,M003,OP034,3,PLANT3,completed,False,-0.880817195419394,False,False
M0002649,PART-026,LOT-02649,bore_diameter,50,50.4,49.6,50.063,1/25/2024 19:54,CMM2,QC015,pass,PO002649,PART-026,LOT-02649,2024-01-24 01:54:00,490,M008,OP018,3,PLANT1,completed,True,0.6628147141287939,False,False
M0002650,PART-006,LOT-02650,angle,45,46.0,44.0,44.691,1/28/2024 15:03,CMM3,QC019,pass,PO002650,PART-006,LOT-02650,2024-01-26 23:03:00,115,M007,OP058,3,PLANT3,delayed,True,0.49730123898672357,False,False
M0002651,PART-024,LOT-02651,width,10,10.1,9.9,10.019,1/27/2024 16:47,CMM3,QC010,pass,PO002651,PART-024,LOT-02651,2024-01-26 08:47:00,154,M016,OP009,1,PLANT3,completed,True,-0.5709569907463111,False,False
M0002652,PART-027,LOT-02652,parallelism,0,0.1,0.0,-0.031,1/6/2024 9:32,CMM2,QC019,fail,PO002652,PART-027,LOT-02652,2024-01-06 06:32:00,306,M002,OP030,1,PLANT1,completed,False,-0.8806015226111299,False,False
M0002653,PART-009,LOT-02653,width,10,10.1,9.9,9.986,1/19/2024 5:45,CMM3,QC011,pass,PO002653,PART-009,LOT-02653,2024-01-18 18:45:00,25,M012,OP008,2,PLANT3,completed,True,-0.5719737339852702,False,False
M0002654,PART-008,LOT-02654,width,10,10.1,9.9,9.99,1/26/2024 12:57,CMM1,QC005,pass,PO002654,PART-008,LOT-02654,2024-01-24 20:57:00,360,M009,OP075,2,PLANT3,completed,True,-0.5718504923805479,False,False
M0002655,PART-009,LOT-02655,angle,45,46.0,44.0,45.325,1/15/2024 18:00,CMM2,QC016,pass,PO002655,PART-009,LOT-02655,2024-01-15 13:00:00,491,M008,OP062,1,PLANT1,completed,True,0.5168350333352106,False,False
M0002656,PART-031,LOT-02656,thickness,5,5.05,4.95,5.015,1/23/2024 22:24,CMM3,QC015,pass,PO002656,PART-031,LOT-02656,2024-01-22 18:24:00,265,M007,OP013,2,PLANT1,completed,True,-0.7251322382539284,False,False
M0002657,PART-041,LOT-02657,outer_diameter,100,100.5,99.5,99.792,1/31/2024 12:53,CMM3,QC017,pass,PO002657,PART-041,LOT-02657,2024-01-29 12:53:00,297,M003,OP019,1,PLANT3,completed,True,2.194985154437806,False,False
M0002658,PART-033,LOT-02658,flatness,0,0.1,0.0,0.002,1/8/2024 16:49,CMM3,QC003,pass,PO002658,PART-033,LOT-02658,2024-01-07 14:49:00,460,M003,OP062,2,PLANT3,delayed,True,-0.8795847793721708,False,False
M0002659,PART-005,LOT-02659,width,10,10.1,9.9,9.976,1/27/2024 14:23,CMM3,QC010,pass,PO002659,PART-005,LOT-02659,2024-01-26 18:23:00,104,M008,OP081,2,PLANT2,in_progress,True,-0.572281837997076,False,False
M0002660,PART-024,LOT-02660,angle,45,46.0,44.0,44.58,1/12/2024 19:08,CMM1,QC003,pass,PO002660,PART-024,LOT-02660,2024-01-11 06:08:00,443,M009,OP053,1,PLANT1,completed,True,0.49388128445567914,False,False
M0002661,PART-003,LOT-02661,outer_diameter,100,100.5,99.5,99.964,1/16/2024 11:03,CMM3,QC015,pass,PO002661,PART-003,LOT-02661,2024-01-15 14:03:00,419,M013,OP004,2,PLANT1,completed,True,2.2002845434408655,False,False
M0002662,PART-024,LOT-02662,length,20,20.2,19.8,19.979,1/20/2024 10:49,CMM2,QC002,pass,PO002662,PART-024,LOT-02662,2024-01-18 18:49:00,250,M020,OP029,2,PLANT3,delayed,True,-0.26408539498774447,False,False
M0002663,PART-031,LOT-02663,outer_diameter,100,100.5,99.5,100.404,1/30/2024 4:37,CMM1,QC016,pass,PO002663,PART-031,LOT-02663,2024-01-28 23:37:00,424,M017,OP053,3,PLANT3,in_progress,True,2.2138411199603203,False,True
M0002664,PART-041,LOT-02664,parallelism,0,0.1,0.0,0.014,1/8/2024 11:47,CMM2,QC007,pass,PO002664,PART-041,LOT-02664,2024-01-08 03:47:00,143,M020,OP067,3,PLANT2,completed,True,-0.8792150545580039,False,False
M0002665,PART-005,LOT-02665,flatness,0,0.1,0.0,-0.046,1/21/2024 14:40,CMM2,QC019,fail,PO002665,PART-005,LOT-02665,2024-01-20 16:40:00,327,M001,OP054,2,PLANT1,completed,False,-0.8810636786288386,False,False
M0002666,PART-046,LOT-02666,parallelism,0,0.1,0.0,-0.019,1/9/2024 2:59,CMM1,QC016,fail,PO002666,PART-046,LOT-02666,2024-01-07 14:59:00,415,M002,OP048,2,PLANT2,completed,False,-0.8802317977969629,False,False
M0002667,PART-030,LOT-02667,length,20,20.2,19.8,20.068,1/30/2024 22:09,CMM1,QC002,pass,PO002667,PART-030,LOT-02667,2024-01-30 14:09:00,433,M011,OP039,2,PLANT3,completed,True,-0.2613432692826729,False,False
M0002668,PART-020,LOT-02668,outer_diameter,100,100.5,99.5,100.688,1/22/2024 20:16,CMM3,QC014,fail,PO002668,PART-020,LOT-02668,2024-01-22 09:16:00,281,M016,OP050,1,PLANT3,completed,False,2.222591273895605,False,True
M0002669,PART-036,LOT-02669,flatness,0,0.1,0.0,0.07,1/29/2024 14:02,CMM1,QC011,pass,PO002669,PART-036,LOT-02669,2024-01-28 13:02:00,326,M019,OP018,1,PLANT2,completed,True,-0.8774896720918914,False,False
M0002670,PART-045,LOT-02670,outer_diameter,100,100.5,99.5,99.736,1/24/2024 2:51,CMM3,QC011,pass,PO002670,PART-045,LOT-02670,2024-01-23 06:51:00,195,M018,OP067,1,PLANT3,completed,True,2.193259771971694,False,False
M0002671,PART-017,LOT-02671,outer_diameter,100,100.5,99.5,99.687,1/31/2024 4:10,CMM1,QC019,pass,PO002671,PART-017,LOT-02671,2024-01-29 15:10:00,157,M009,OP037,2,PLANT3,completed,True,2.1917500623138455,False,True
M0002672,PART-021,LOT-02672,flatness,0,0.1,0.0,0.062,1/17/2024 10:04,CMM3,QC001,pass,PO002672,PART-021,LOT-02672,2024-01-15 18:04:00,484,M008,OP073,2,PLANT1,completed,True,-0.8777361553013361,False,False
M0002673,PART-020,LOT-02673,bore_diameter,50,50.4,49.6,50.589,1/11/2024 1:32,CMM3,QC016,fail,PO002673,PART-020,LOT-02673,2024-01-09 17:32:00,442,M011,OP067,2,PLANT3,completed,False,0.6790209851497783,False,False
M0002674,PART-017,LOT-02674,length,20,20.2,19.8,20.026,1/29/2024 22:54,CMM1,QC016,pass,PO002674,PART-017,LOT-02674,2024-01-28 04:54:00,237,M007,OP099,3,PLANT3,in_progress,True,-0.2626373061322572,False,False
M0002675,PART-009,LOT-02675,thickness,5,5.05,4.95,4.986,1/16/2024 8:14,CMM3,QC019,pass,PO002675,PART-009,LOT-02675,2024-01-14 10:14:00,117,M012,OP092,1,PLANT3,completed,True,-0.7260257398881651,False,False
M0002676,PART-014,LOT-02676,flatness,0,0.1,0.0,0.018,1/23/2024 22:22,CMM3,QC005,pass,PO002676,PART-014,LOT-02676,2024-01-22 01:22:00,317,M017,OP023,3,PLANT1,completed,True,-0.8790918129532815,False,False
M0002677,PART-019,LOT-02677,thickness,5,5.05,4.95,4.956,1/30/2024 13:30,CMM1,QC012,pass,PO002677,PART-019,LOT-02677,2024-01-30 01:30:00,146,M007,OP077,3,PLANT3,in_progress,True,-0.7269500519235825,False,False
M0002678,PART-012,LOT-02678,outer_diameter,100,100.5,99.5,100.001,2/1/2024 0:13,CMM2,QC005,pass,PO002678,PART-012,LOT-02678,2024-01-30 11:13:00,434,M016,OP048,1,PLANT1,completed,True,2.2014245282845475,False,False
M0002679,PART-046,LOT-02679,angle,45,46.0,44.0,45.109,1/15/2024 0:43,CMM1,QC009,pass,PO002679,PART-046,LOT-02679,2024-01-13 07:43:00,497,M019,OP059,1,PLANT3,completed,True,0.5101799866802056,False,False
M0002680,PART-017,LOT-02680,width,10,10.1,9.9,10.031,1/29/2024 4:53,CMM2,QC008,pass,PO002680,PART-017,LOT-02680,2024-01-28 13:53:00,56,M009,OP016,1,PLANT2,in_progress,True,-0.5705872659321443,False,False
M0002681,PART-026,LOT-02681,flatness,0,0.1,0.0,-0.034,1/2/2024 22:34,CMM2,QC016,fail,PO002681,PART-026,LOT-02681,2024-01-01 03:34:00,54,M007,OP033,3,PLANT2,completed,False,-0.8806939538146716,False,False
M0002682,PART-036,LOT-02682,parallelism,0,0.1,0.0,0.003,1/28/2024 5:25,CMM3,QC005,pass,PO002682,PART-036,LOT-02682,2024-01-27 13:25:00,440,M009,OP066,1,PLANT3,completed,True,-0.8795539689709903,False,False
M0002683,PART-018,LOT-02683,flatness,0,0.1,0.0,-0.031,1/4/2024 4:41,CMM3,QC016,fail,PO002683,PART-018,LOT-02683,2024-01-03 07:41:00,238,M016,OP077,1,PLANT1,completed,False,-0.8806015226111299,False,False
M0002684,PART-025,LOT-02684,angle,45,46.0,44.0,43.986,1/17/2024 3:02,CMM3,QC019,fail,PO002684,PART-025,LOT-02684,2024-01-15 06:02:00,81,M005,OP024,1,PLANT1,completed,False,0.4755799061544152,False,False
M0002685,PART-004,LOT-02685,parallelism,0,0.1,0.0,0.009,1/3/2024 12:49,CMM1,QC016,pass,PO002685,PART-004,LOT-02685,2024-01-02 20:49:00,453,M003,OP036,2,PLANT1,completed,True,-0.8793691065639068,False,False
M0002686,PART-018,LOT-02686,parallelism,0,0.1,0.0,-0.03,1/8/2024 14:10,CMM3,QC006,fail,PO002686,PART-018,LOT-02686,2024-01-06 19:10:00,421,M004,OP096,2,PLANT3,completed,False,-0.8805707122099494,False,False
M0002687,PART-003,LOT-02687,bore_diameter,50,50.4,49.6,49.946,1/27/2024 20:50,CMM1,QC019,pass,PO002687,PART-003,LOT-02687,2024-01-26 18:50:00,50,M001,OP015,2,PLANT2,delayed,True,0.659209897190666,False,False
M0002688,PART-047,LOT-02688,bore_diameter,50,50.4,49.6,49.867,1/14/2024 6:44,CMM2,QC013,pass,PO002688,PART-047,LOT-02688,2024-01-13 14:44:00,165,M014,OP031,2,PLANT1,completed,True,0.6567758754974002,False,False
M0002689,PART-039,LOT-02689,flatness,0,0.1,0.0,0.022,1/28/2024 6:15,CMM3,QC009,pass,PO002689,PART-039,LOT-02689,2024-01-26 23:15:00,404,M009,OP071,3,PLANT2,in_progress,True,-0.8789685713485593,False,False
M0002690,PART-010,LOT-02690,parallelism,0,0.1,0.0,0.029,1/4/2024 0:04,CMM1,QC015,pass,PO002690,PART-010,LOT-02690,2024-01-02 01:04:00,303,M019,OP041,3,PLANT1,completed,True,-0.8787528985402951,False,False
M0002691,PART-025,LOT-02691,outer_diameter,100,100.5,99.5,99.961,1/10/2024 15:53,CMM2,QC008,pass,PO002691,PART-025,LOT-02691,2024-01-10 05:53:00,297,M020,OP003,3,PLANT1,completed,True,2.200192112237324,False,False
M0002692,PART-048,LOT-02692,angle,45,46.0,44.0,45.013,1/30/2024 6:47,CMM3,QC008,pass,PO002692,PART-048,LOT-02692,2024-01-28 22:47:00,158,M016,OP016,3,PLANT1,completed,True,0.5072221881668698,False,False
M0002693,PART-027,LOT-02693,bore_diameter,50,50.4,49.6,49.807,1/11/2024 23:21,CMM1,QC013,pass,PO002693,PART-027,LOT-02693,2024-01-11 01:21:00,143,M015,OP079,3,PLANT1,in_progress,True,0.6549272514265656,False,False
M0002694,PART-015,LOT-02694,angle,45,46.0,44.0,44.9,1/14/2024 16:15,CMM2,QC018,pass,PO002694,PART-015,LOT-02694,2024-01-13 17:15:00,74,M001,OP031,2,PLANT3,completed,True,0.5037406128334645,False,False
M0002695,PART-038,LOT-02695,parallelism,0,0.1,0.0,-0.002,1/29/2024 7:03,CMM2,QC007,fail,PO002695,PART-038,LOT-02695,2024-01-28 07:03:00,454,M013,OP058,1,PLANT1,completed,False,-0.8797080209768932,False,False
M0002696,PART-006,LOT-02696,angle,45,46.0,44.0,45.874,1/20/2024 20:13,CMM3,QC003,pass,PO002696,PART-006,LOT-02696,2024-01-19 14:13:00,384,M015,OP057,2,PLANT1,completed,True,0.5337499435833485,False,False
M0002697,PART-025,LOT-02697,bore_diameter,50,50.4,49.6,49.852,1/29/2024 10:48,CMM3,QC008,pass,PO002697,PART-025,LOT-02697,2024-01-28 23:48:00,404,M013,OP003,3,PLANT3,completed,True,0.6563137194796915,False,False
M0002698,PART-014,LOT-02698,thickness,5,5.05,4.95,5.024,1/24/2024 8:52,CMM2,QC014,pass,PO002698,PART-014,LOT-02698,2024-01-23 08:52:00,243,M017,OP044,1,PLANT2,completed,True,-0.7248549446433031,False,False
M0002699,PART-033,LOT-02699,outer_diameter,100,100.5,99.5,100.166,1/30/2024 0:26,CMM1,QC009,pass,PO002699,PART-033,LOT-02699,2024-01-29 00:26:00,218,M015,OP078,3,PLANT1,completed,True,2.2065082444793425,False,False
M0002700,PART-046,LOT-02700,width,10,10.1,9.9,10.009,1/6/2024 6:29,CMM1,QC004,pass,PO002700,PART-046,LOT-02700,2024-01-04 12:29:00,327,M013,OP022,1,PLANT2,completed,True,-0.5712650947581169,False,False
M0002701,PART-021,LOT-02701,flatness,0,0.1,0.0,0.059,1/18/2024 5:51,CMM2,QC013,pass,PO002701,PART-021,LOT-02701,2024-01-17 01:51:00,227,M009,OP032,3,PLANT3,completed,True,-0.8778285865048778,False,False
M0002702,PART-015,LOT-02702,thickness,5,5.05,4.95,5.006,1/19/2024 19:27,CMM1,QC019,pass,PO002702,PART-015,LOT-02702,2024-01-18 06:27:00,327,M016,OP004,1,PLANT3,delayed,True,-0.7254095318645536,False,False
M0002703,PART-016,LOT-02703,angle,45,46.0,44.0,45.13,1/31/2024 23:01,CMM2,QC013,pass,PO002703,PART-016,LOT-02703,2024-01-30 09:01:00,377,M003,OP058,1,PLANT3,in_progress,True,0.5108270051049977,False,False
M0002704,PART-025,LOT-02704,flatness,0,0.1,0.0,-0.002,1/27/2024 1:24,CMM1,QC013,fail,PO002704,PART-025,LOT-02704,2024-01-27 00:24:00,196,M012,OP049,3,PLANT1,completed,False,-0.8797080209768932,False,False
